@relation APPLIED_DATA

@attribute HAVG numeric
@attribute AAVG numeric
@attribute HSLG numeric
@attribute ASLG numeric
@attribute HOBP numeric
@attribute AOBP numeric
@attribute HRBIP numeric
@attribute ARBIP numeric
@attribute HOAVG numeric
@attribute AOAVG numeric
@attribute HOOBP numeric
@attribute AOOBP numeric
@attribute HWHIP numeric
@attribute AWHIP numeric
@attribute HERA numeric
@attribute AERA numeric
@attribute HQSP numeric
@attribute AQSP numeric
@attribute HPhyta numeric
@attribute APhyta numeric
@attribute HRank numeric
@attribute HWP numeric
@attribute AWP numeric
@attribute HOPS numeric
@attribute AOPS numeric
@attribute HGPA numeric
@attribute AGPA numeric
@attribute 'HERA * ARBIP' numeric
@attribute 'AERA * HRBIP' numeric
@attribute 'HWHIP * AGPA / 9' numeric
@attribute 'AWHIP * HGPA / 9' numeric
@attribute '(HPhyta + HWP)/2' numeric
@attribute '(APhyta + AWP)/2' numeric
@attribute HHitter numeric
@attribute AHitter numeric
@attribute HPitcher numeric
@attribute APitcher numeric
@attribute HResult {lose,win}

@data
0.2829,0.2821,0.4671,0.4526,0.3641,0.3541,4.4483,3.8333,0.3196,0.2463,0.3739,0.3153,1.6624,1.1972,4.4713,3.4225,0.8214,0.875,0.478271,0.599325,0.4518,0.4518,0.5469,0.8312,0.8067,0.28062,0.27612,17.139834,15.224307,0.051002,0.037329,0.465035,0.573113,5.5624,4.9221,7.6486,6.0563,lose
0.271,0.3046,0.3916,0.48,0.3598,0.3803,2.7326,5.1047,0.2992,0.2811,0.3759,0.3317,1.6023,1.3478,6.5966,4.5,0.6875,0.6875,0.474739,0.595588,0.4723,0.4723,0.5696,0.7514,0.8603,0.25981,0.269035,33.673664,12.2967,0.047897,0.038908,0.473519,0.582594,3.755,6.2696,9.5615,7.1481,lose
0.2747,0.2852,0.4426,0.4738,0.3484,0.3686,3.0588,4.2159,0.2898,0.2532,0.3523,0.3063,1.5,1.2097,3.7385,3.7016,0.8333,0.7895,0.457566,0.476798,0.4677,0.4677,0.4508,0.791,0.8424,0.26743,0.27652,15.761142,11.322454,0.046087,0.035946,0.462633,0.463799,4.1245,5.3435,6.7139,6.2603,win
0.2968,0.3121,0.4614,0.4633,0.3709,0.389,3.7529,4.1905,0.2704,0.1882,0.2989,0.266,1.1942,0.96,3.801,1.08,0.7692,1,0.599133,0.538945,0.547,0.547,0.5124,0.8323,0.8523,0.282255,0.2904,15.928091,4.053132,0.038533,0.030107,0.573067,0.525672,4.882,5.3549,6.3337,3.4942,lose
0.2639,0.3051,0.3835,0.4796,0.352,0.3816,2.977,5.1609,0.2524,0.3022,0.3583,0.3639,1.557,1.6546,6.1519,7.6546,0.6842,0.4286,0.470058,0.599223,0.4714,0.4714,0.5732,0.7355,0.8612,0.254275,0.267595,31.749341,22.787744,0.046294,0.046747,0.470729,0.586211,3.9764,6.3272,9.0038,10.4039,win
0.28,0.2907,0.4646,0.486,0.3548,0.3751,3.314,4.1236,0.2632,0.3,0.3333,0.3902,1.3256,1.7283,3.1395,6.75,0.6667,0.7368,0.459517,0.476259,0.4688,0.4688,0.4515,0.8194,0.8611,0.27581,0.284945,12.946042,22.3695,0.041969,0.052965,0.464159,0.463879,4.4134,5.2754,5.7283,9.9053,lose
0.2912,0.3094,0.4582,0.4569,0.3701,0.3865,4.7558,4.2824,0.2489,0.2324,0.3664,0.3707,1.5523,1.6719,4.5523,5.4844,0.75,0.7059,0.591882,0.544336,0.546,0.546,0.5178,0.8283,0.8434,0.281095,0.288475,19.49477,26.08271,0.049756,0.052218,0.568941,0.531068,5.8753,5.4352,7.4699,8.4653,win
0.2603,0.2762,0.3993,0.4092,0.3431,0.3582,3.2135,3.4318,0.2873,0.255,0.3288,0.3509,1.2286,1.5,3.4714,3.8405,0.75,0.75,0.442137,0.339723,0.4586,0.4586,0.4018,0.7424,0.7674,0.25422,0.261015,11.913151,12.341447,0.035631,0.04237,0.450369,0.370761,4.2162,4.4754,6.0661,6.6964,win
0.2717,0.3054,0.3961,0.4815,0.3609,0.3829,3.2727,5,0.2703,0.2537,0.3617,0.2886,1.5734,1.1577,5.1923,3.5746,0.6316,0.6111,0.471149,0.597971,0.4724,0.4724,0.5717,0.757,0.8644,0.26143,0.27133,25.9615,11.698593,0.047435,0.033629,0.471774,0.584835,4.3014,6.1698,8.0293,5.8857,lose
0.2727,0.2905,0.4396,0.4828,0.3457,0.3722,3.2989,4.4222,0.2691,0.2534,0.3387,0.3188,1.4286,1.2471,4.2589,3.689,0.5,0.75,0.453422,0.482101,0.4678,0.4678,0.4589,0.7853,0.855,0.265465,0.27739,18.833708,12.169642,0.044031,0.036785,0.460611,0.470501,4.3569,5.5677,6.7953,6.2583,lose
0.2877,0.3115,0.4498,0.4693,0.3642,0.3906,5.3448,3.9767,0.2621,0.3333,0.3097,0.3929,1.2321,1.8,3.6161,7.3286,0.6667,0.5,0.593531,0.540819,0.5468,0.5468,0.5146,0.814,0.8599,0.27634,0.28822,14.380145,39.169901,0.039457,0.055268,0.570165,0.52771,6.4465,5.1481,6.0867,10.3548,lose
0.3124,0.2761,0.468,0.4082,0.3927,0.3642,3.5632,3.1798,0.2614,0.3287,0.329,0.4074,1.3148,1.9688,3,7.875,0.7778,0.5294,0.542219,0.465566,0.5161,0.5161,0.4715,0.8607,0.7724,0.293715,0.28089,9.5394,28.0602,0.041035,0.064252,0.52916,0.468533,4.7363,4.2283,5.683,11.1093,lose
0.3067,0.2781,0.5065,0.408,0.3855,0.3566,5.2472,3.0787,0.2511,0.2598,0.3093,0.33,1.2916,1.3598,3.752,3.9008,0.55,0.7368,0.579059,0.333151,0.5654,0.5654,0.3938,0.892,0.7646,0.3001,0.287095,11.551282,20.468278,0.041201,0.045342,0.57223,0.363476,6.4459,4.1214,6.154,6.5872,win
0.3071,0.2867,0.4853,0.4491,0.385,0.3635,5,5.4773,0.2468,0.2291,0.3148,0.2941,1.2927,1.0872,3.2927,3.0899,0.7368,0.8421,0.602555,0.590402,0.5763,0.5763,0.5458,0.8703,0.8126,0.294575,0.2849,18.035106,15.4495,0.040921,0.035585,0.589428,0.568101,6.1774,6.5766,5.8838,5.5424,win
0.2724,0.2857,0.4437,0.421,0.3454,0.3637,3.3977,3.314,0.2979,0.2469,0.3654,0.3192,1.587,1.3601,4.1087,3.4727,0.8462,0.7059,0.451608,0.484305,0.4668,0.4668,0.4918,0.7891,0.7847,0.266355,0.27459,13.616232,11.799193,0.048419,0.040252,0.459204,0.488053,4.4592,4.3844,7.2052,6.1048,win
0.2928,0.2707,0.5002,0.4075,0.3809,0.3514,3.8352,2.4,0.2526,0.2594,0.309,0.3774,1.2959,1.6311,4.3163,4.8932,0.7778,0.6667,0.484083,0.452056,0.4615,0.4615,0.4596,0.8811,0.7589,0.296455,0.28318,10.35912,18.766401,0.040775,0.053728,0.472791,0.455828,5.0091,3.4296,6.9516,7.8278,win
0.3079,0.273,0.4663,0.4012,0.3871,0.3607,3.5909,3.3333,0.2541,0.2989,0.2983,0.3754,1.2175,1.6117,3.5809,6.75,0.6316,0.6471,0.534133,0.473763,0.5152,0.5152,0.4798,0.8534,0.7619,0.29077,0.27889,11.936214,24.238575,0.037728,0.05207,0.524666,0.476781,4.7522,4.3682,5.9824,9.6831,win
0.2727,0.2819,0.4453,0.4175,0.3455,0.3606,3.427,3.3333,0.2151,0.2806,0.3069,0.348,1.2119,1.4936,1.8305,5.4464,0.8947,0.6875,0.455294,0.481152,0.4679,0.4679,0.4889,0.7908,0.7781,0.2668,0.273595,6.101606,18.664813,0.036841,0.044277,0.461597,0.485026,4.4905,4.3933,4.4591,8.2561,win
0.284,0.2642,0.4735,0.398,0.3652,0.342,4.413,2.8132,0.25,0.2724,0.3064,0.343,1.2077,1.3889,3.6,4.75,0.8,0.6923,0.486931,0.449117,0.4627,0.4627,0.4571,0.8387,0.74,0.282715,0.272275,10.12752,20.96175,0.036536,0.043629,0.474815,0.453108,5.5357,3.8174,6.1641,7.4466,win
0.3058,0.2784,0.4688,0.404,0.3797,0.3676,3.2135,2.967,0.2039,0.2222,0.287,0.3406,1.0667,1.4516,1.8,5.5161,1,0.7,0.539398,0.468279,0.516,0.516,0.4746,0.8485,0.7716,0.288065,0.28262,5.3406,17.725987,0.033497,0.046462,0.527699,0.47144,4.3678,4.017,4.3576,8.2305,lose
0.3087,0.2774,0.5106,0.4092,0.3866,0.3563,5.2527,3.2198,0.2955,0.3102,0.3725,0.3921,1.7089,1.7765,6.1519,7.5419,0.7826,0.5882,0.582494,0.331525,0.567,0.567,0.3924,0.8972,0.7655,0.30162,0.287985,19.807888,39.615338,0.054682,0.059536,0.574747,0.361962,6.4586,4.2627,9.3114,10.6089,win
0.3019,0.2845,0.4818,0.4494,0.3784,0.3618,4.8901,5.2889,0.2788,0.2585,0.3333,0.3494,1.3469,1.5254,4.4082,4.7288,0.7059,0.8864,0.605745,0.582647,0.578,0.578,0.5386,0.8602,0.8112,0.29073,0.28326,23.314529,23.124305,0.042391,0.049276,0.591872,0.560623,6.0522,6.3846,7.0731,7.7485,win
0.274,0.2828,0.4504,0.4197,0.3459,0.3607,3.1889,3.3182,0.3398,0.2608,0.4333,0.3103,1.84,1.3143,8.28,4.0286,0.6429,0.7059,0.456806,0.480259,0.4691,0.4691,0.4881,0.7963,0.7804,0.268255,0.274915,27.474696,12.846803,0.056205,0.039174,0.462953,0.484179,4.2592,4.3814,11.536,6.6199,win
0.2841,0.2616,0.4604,0.3911,0.3608,0.3408,3.6882,2.6848,0.3262,0.2578,0.3891,0.2959,1.7636,1.1838,5.5636,4.2324,0.7931,0.65,0.487926,0.448376,0.4638,0.4638,0.4566,0.8212,0.7319,0.27746,0.26846,14.937153,15.609938,0.052606,0.036495,0.475863,0.452488,4.7935,3.6783,8.8356,6.6199,lose
0.2952,0.2994,0.4497,0.48,0.374,0.3761,3.0778,4.9891,0.251,0.2986,0.3766,0.3628,1.7206,1.6507,5.9559,7.3636,0.6667,0.4667,0.536331,0.60665,0.5151,0.5151,0.5788,0.8237,0.8561,0.280725,0.28167,29.714581,22.663688,0.053849,0.051488,0.525716,0.592725,4.1967,6.1446,8.9708,10.1424,lose
0.2759,0.2734,0.4065,0.4511,0.3648,0.3455,3.25,3.2088,0.269,0.2568,0.3586,0.3293,1.5392,1.3393,5.1176,3.375,0.65,0.7143,0.471369,0.458287,0.4777,0.4777,0.4702,0.7713,0.7966,0.265785,0.2571,16.421355,10.96875,0.04397,0.039552,0.474534,0.464244,4.2972,4.2788,7.9344,6.0147,lose
0.2875,0.3089,0.4555,0.5158,0.3645,0.3889,5.3297,5.5109,0.2568,0.3008,0.3197,0.4188,1.2368,2.0211,3.6711,7.3895,0.8235,0.6111,0.578407,0.584601,0.5348,0.5348,0.5678,0.82,0.9047,0.2779,0.28888,20.231065,39.383818,0.039699,0.062407,0.556603,0.5762,6.4372,6.7245,6.3079,10.7413,lose
0.2776,0.2831,0.4106,0.4725,0.3569,0.364,2.7609,4.3723,0.2031,0.2967,0.32,0.3885,1.4375,1.7228,4.5,6.2822,0.8182,0.75,0.330698,0.485334,0.3918,0.3918,0.4628,0.7675,0.8365,0.263255,0.26645,19.67535,17.344526,0.042558,0.050393,0.361249,0.474067,3.806,5.4919,7.2788,9.4402,lose
0.2923,0.3044,0.4452,0.481,0.3715,0.381,2.9341,5.2903,0.328,0.248,0.3957,0.2843,1.814,1.125,7.2209,3.5186,0.4286,0.6316,0.529374,0.611241,0.5142,0.5142,0.5833,0.8167,0.862,0.278475,0.28275,38.200727,10.323924,0.05699,0.034809,0.521787,0.59727,4.0431,6.4567,10.1872,5.8075,lose
0.28,0.2602,0.4186,0.3896,0.3593,0.3379,3.6889,2.9255,0.3333,0.2857,0.3667,0.3248,1.65,1.2133,8.775,3.24,0.3333,0.7692,0.481641,0.450354,0.4884,0.4884,0.4588,0.7779,0.7275,0.266335,0.256705,25.671263,11.952036,0.047063,0.035905,0.48502,0.454577,4.7468,3.9132,11.4583,5.833,lose
0.2717,0.2765,0.4169,0.4574,0.3681,0.3513,2.6022,3.2717,0.2519,0.266,0.3497,0.3391,1.5,1.4286,5.8981,4.1597,0.6829,0.5238,0.464344,0.467208,0.4768,0.4768,0.4794,0.785,0.8087,0.26987,0.26231,19.296814,10.824371,0.043718,0.042837,0.470572,0.473304,3.6589,4.3569,8.6826,6.7172,lose
0.2919,0.3139,0.4592,0.5264,0.3692,0.3918,4.9022,5.2581,0.2706,0.2805,0.3224,0.3375,1.3256,1.3976,3.9767,4.3264,0.5714,0.6842,0.574759,0.586217,0.5339,0.5339,0.5691,0.8284,0.9182,0.28094,0.29111,20.909886,21.208878,0.042877,0.043627,0.55433,0.577658,6.0225,6.4902,6.4667,7.0262,win
0.2764,0.2861,0.41,0.4824,0.3523,0.372,3.1505,4.2,0.262,0.25,0.3547,0.315,1.5311,1.2329,4.1452,3.5507,0.7143,0.7619,0.324564,0.494575,0.391,0.391,0.4742,0.7623,0.8544,0.261035,0.2699,17.40984,11.18648,0.045916,0.035759,0.357782,0.484388,4.1892,5.3405,7.0073,6.1105,win
0.3016,0.3043,0.4615,0.4818,0.384,0.3804,3.8152,5.3085,0.27,0.2445,0.3409,0.3108,1.3798,1.266,3.4451,3.1765,0.7368,0.75,0.525452,0.613641,0.5133,0.5133,0.5856,0.8455,0.8622,0.288175,0.286555,18.288313,12.118983,0.043932,0.040537,0.519376,0.599621,4.9623,6.475,6.1726,5.7478,win
0.2797,0.2614,0.4141,0.397,0.363,0.3363,3.2747,2.8632,0.2471,0.253,0.3171,0.3727,1.3414,1.6062,3.426,4.9015,0.7222,0.6818,0.477641,0.454987,0.4874,0.4874,0.463,0.7771,0.7333,0.266875,0.25486,9.809323,16.050942,0.037985,0.047628,0.482521,0.458994,4.3315,3.8579,6.0538,7.8152,win
0.2673,0.2776,0.4026,0.4585,0.3598,0.3521,2.8617,3.3226,0.2705,0.285,0.3782,0.3565,1.6255,1.5,4.8406,4.1538,0.76,0.8571,0.464035,0.468824,0.4759,0.4759,0.4811,0.7624,0.8106,0.26256,0.259095,16.083378,11.886929,0.046795,0.04376,0.469967,0.474962,3.8914,4.4108,7.8748,7.1524,lose
0.2912,0.3126,0.4575,0.5247,0.3688,0.3909,4.8817,5.234,0.2281,0.2455,0.2916,0.3056,1.0747,1.268,3.0619,3.6881,0.85,0.5714,0.575149,0.584865,0.5347,0.5347,0.5674,0.8263,0.9156,0.280335,0.29028,16.025985,18.004198,0.034663,0.039496,0.554925,0.576132,5.9992,6.4622,5.5063,6.0786,win
0.2622,0.2857,0.3912,0.4488,0.341,0.3622,2.9688,5.4043,0.2697,0.254,0.3393,0.3686,1.3846,1.5781,4.5,4.9219,0.7143,0.7222,0.449563,0.575383,0.4586,0.4586,0.5355,0.7322,0.811,0.25125,0.26079,24.31935,14.612137,0.040121,0.044055,0.454081,0.555441,3.9632,6.501,7.2079,7.8448,lose
0.3035,0.2747,0.5061,0.453,0.3834,0.3482,5.6737,3.3404,0.2546,0.2168,0.3178,0.3059,1.3059,1.2128,4.2882,2.0106,0.6923,0.8095,0.58338,0.469992,0.5654,0.5654,0.4823,0.8895,0.8012,0.299055,0.283215,14.324303,11.407541,0.041094,0.040299,0.57439,0.476146,6.8667,4.4163,6.8588,4.5556,win
0.283,0.2647,0.4147,0.3989,0.364,0.3566,3.3478,2.9368,0.2861,0.2171,0.3525,0.3484,1.5181,1.5,5.3133,5.4519,0.7059,0.7143,0.48421,0.463299,0.4884,0.4884,0.475,0.7787,0.7555,0.267475,0.264145,15.604099,18.251871,0.044555,0.044579,0.486305,0.46915,4.4095,3.957,8.1759,8.2317,win
0.2797,0.3011,0.4168,0.4881,0.3572,0.3806,3.2947,4.8947,0.2895,0.2418,0.3077,0.3186,1.2105,1.3164,3.3158,5.0776,0.6667,0.6316,0.342856,0.611481,0.3935,0.3935,0.583,0.774,0.8687,0.26494,0.27547,16.229846,16.729169,0.037051,0.038752,0.368178,0.59724,4.3484,6.0645,5.7902,7.586,lose
0.2945,0.2962,0.5016,0.4545,0.3821,0.3784,3.9897,3.8065,0.2456,0.25,0.3023,0.2948,1.1898,1.2,3.5474,3.4425,0.8095,0.65,0.482675,0.527159,0.4631,0.4631,0.5141,0.8837,0.8329,0.297345,0.29568,13.503178,13.734542,0.039089,0.039646,0.472888,0.52063,5.1679,4.9356,6.0946,5.8373,lose
0.3105,0.2796,0.5182,0.4626,0.3877,0.3538,5.3438,3.3474,0.3071,0.336,0.3769,0.4276,1.7471,1.7609,6.3529,7.9239,0.75,0.6,0.586112,0.46564,0.5662,0.5662,0.4781,0.9059,0.8164,0.304015,0.28876,21.265697,42.343737,0.056055,0.059482,0.576156,0.47187,6.5602,4.4434,9.534,11.0484,win
0.2831,0.2594,0.4149,0.4003,0.3659,0.3529,3.6559,2.9583,0.2579,0.2736,0.3095,0.3658,1.3075,1.5849,4.0299,5.434,0.7222,0.619,0.491682,0.457367,0.4894,0.4894,0.4692,0.7808,0.7532,0.26838,0.26253,11.921653,19.866161,0.03814,0.047262,0.490541,0.463283,4.7198,3.9709,6.627,8.2773,win
0.2781,0.3018,0.4082,0.4778,0.3574,0.3788,3.1563,5.3125,0.2436,0.2767,0.3656,0.3318,1.6034,1.3398,5.5862,4.6311,0.75,0.6667,0.340679,0.614376,0.3927,0.3927,0.5856,0.7656,0.8566,0.26288,0.27251,29.676688,14.617141,0.048549,0.039134,0.366689,0.599988,4.2,6.4709,8.5488,7.2461,lose
0.2891,0.3021,0.4891,0.4683,0.3745,0.3852,4.1735,4.0213,0.2475,0.2844,0.3086,0.3455,1.2913,1.491,4.1068,4.6886,0.7895,0.5455,0.480135,0.529783,0.4623,0.4623,0.5167,0.8636,0.8535,0.2908,0.295615,16.514675,19.567872,0.042414,0.048176,0.471217,0.523241,5.3262,5.1769,6.7437,7.355,win
0.2949,0.3082,0.4465,0.5179,0.3761,0.3866,4.3368,5.5361,0.1933,0.3,0.2941,0.4134,1.1143,1.9364,2.0571,6.6273,1,0.6316,0.5276,0.586528,0.5146,0.5146,0.567,0.8226,0.9045,0.28087,0.285595,11.388311,28.741275,0.03536,0.060431,0.5211,0.576764,5.4543,6.7488,4.6588,9.9087,win
0.266,0.2779,0.4343,0.4122,0.3406,0.3548,2.8333,2.9897,0.1875,0.318,0.2778,0.4047,1.0714,1.883,1.9286,7.7553,1,0.5263,0.464848,0.334467,0.4774,0.4774,0.3919,0.7749,0.767,0.261845,0.268235,5.765935,21.973091,0.031932,0.054784,0.471124,0.363184,3.8742,4.0346,4.4653,10.8873,lose
0.2852,0.2911,0.4469,0.4916,0.3626,0.3767,5.4375,4.1212,0.2605,0.2818,0.3294,0.3761,1.284,1.6364,3.7778,5.7682,0.8333,0.7619,0.583943,0.482098,0.5438,0.5438,0.4633,0.8095,0.8683,0.274895,0.28124,15.569069,31.364588,0.040124,0.049982,0.563871,0.472699,6.5322,5.2806,6.485,8.8244,win
0.3071,0.2793,0.4872,0.4102,0.3858,0.3651,4.8763,4.1489,0.2875,0.2415,0.3499,0.3516,1.5652,1.378,6.8087,4.0048,0.5,0.7727,0.621497,0.495888,0.5928,0.5928,0.4904,0.873,0.7753,0.29541,0.286095,28.248615,19.528606,0.049755,0.045231,0.607148,0.493144,6.0564,5.2035,9.5113,6.7486,win
0.3049,0.3046,0.4691,0.51,0.3839,0.3838,4.1771,5.6327,0.32,0.2762,0.3818,0.336,1.7308,1.3827,6.4904,4.2989,0.5,0.7,0.535788,0.577267,0.5154,0.5154,0.5563,0.853,0.8938,0.29003,0.289985,36.558476,17.956935,0.055767,0.044558,0.525594,0.566784,5.335,6.8311,9.423,6.9938,win
0.2612,0.26,0.4002,0.3854,0.3545,0.3383,2.9592,2.7475,0.3372,0.2875,0.4063,0.3303,1.9397,1.25,7.4483,3.4875,0.5789,0.7143,0.4571,0.437296,0.4671,0.4671,0.455,0.7547,0.7237,0.259575,0.252285,20.464204,10.32021,0.054373,0.036052,0.4621,0.446148,3.9751,3.7312,10.7104,6.0696,lose
0.2693,0.2798,0.4392,0.4118,0.3464,0.3578,2.8041,3.1633,0.279,0.2659,0.3505,0.3321,1.5,1.3721,4.5738,4.1163,0.5,0.7143,0.46036,0.339695,0.4765,0.4765,0.3988,0.7856,0.7696,0.26568,0.27081,14.468302,11.542517,0.045135,0.040504,0.46843,0.369247,3.859,4.2127,7.2033,6.8007,win
0.2854,0.2893,0.4482,0.4717,0.3625,0.37,5.4536,3.52,0.2642,0.2542,0.3238,0.3212,1.3061,1.2776,4.0408,3.7116,0.625,0.7727,0.58745,0.478063,0.5445,0.5445,0.4594,0.8107,0.8417,0.275175,0.27855,14.223616,20.241582,0.040424,0.039063,0.565975,0.468732,6.5497,4.651,6.5599,6.3373,win
0.3049,0.2792,0.4812,0.4116,0.3823,0.365,5.4184,4.1895,0.25,0.3333,0.2855,0.3699,1.1325,1.6531,3.375,9.3673,0.65,0.25,0.623986,0.489968,0.5935,0.5935,0.4852,0.8635,0.7766,0.292335,0.28455,14.139562,50.755778,0.035806,0.053695,0.608743,0.487584,6.5868,5.2453,5.693,11.9736,win
0.3021,0.2587,0.4572,0.386,0.3831,0.3361,4.4433,2.86,0.2684,0.2665,0.3398,0.382,1.3743,1.6696,3.3184,5.2232,0.75,0.6522,0.538392,0.438959,0.5162,0.5162,0.4566,0.8403,0.7221,0.286695,0.265545,9.490624,23.208245,0.040549,0.053185,0.527296,0.44778,5.5857,3.8408,6.0509,8.1935,lose
0.2829,0.2781,0.4178,0.409,0.3655,0.3557,3.6979,3.1717,0.2445,0.2671,0.3121,0.3639,1.3099,1.5847,3.1944,4.3548,0.7368,0.7273,0.477454,0.340454,0.4742,0.4742,0.4,0.7833,0.7647,0.268925,0.264515,10.131678,16.103615,0.038499,0.047352,0.475827,0.370227,4.7641,4.2145,5.7977,7.2978,win
0.2876,0.268,0.4512,0.4336,0.3641,0.345,5.5204,2.8469,0.2233,0.2731,0.287,0.3504,1.0489,1.4655,2.9707,4.0345,0.8571,0.8667,0.597625,0.461768,0.5453,0.5453,0.4774,0.8153,0.7786,0.276645,0.26805,8.457286,22.272054,0.03124,0.045047,0.571462,0.469584,6.6233,3.8935,5.387,6.9902,win
0.3023,0.2605,0.4472,0.3891,0.3804,0.3377,4.2551,2.9406,0.2454,0.2733,0.2897,0.3482,1.1675,1.4268,3.2476,5.0488,0.6667,0.6667,0.537298,0.44034,0.5154,0.5154,0.4579,0.8276,0.7268,0.28298,0.263765,9.549893,21.483149,0.034216,0.044862,0.526349,0.44912,5.385,3.9279,5.6169,7.7638,win
0.2821,0.2868,0.4252,0.4274,0.3654,0.3685,4,3.05,0.2965,0.2887,0.3457,0.3365,1.4556,1.3333,5.7515,3.75,0.6667,0.75,0.480784,0.340757,0.4752,0.4752,0.4007,0.7906,0.7959,0.27073,0.272125,17.542075,15,0.044012,0.040107,0.477992,0.370728,5.0727,4.1327,8.516,6.4585,lose
